"D1_pre"	"D2_pre"	"D1_post"	"D2_post"	"D1_follow"	"D2_follow"
40.290287936833	39.7841407098828	32.264007509628	34.0980710605731	39.4717279365103	41.2540109442677
35.3926606069957	32.6814050986061	26.8635842750738	26.3174392533468	31.4491174286619	31.5967313593879
33.1568808672672	34.0505427934588	28.4232048148284	30.2843328728473	23.6391973507867	23.527926222586
31.5429333472816	30.9975293266842	27.2794461242564	28.2439170723106	32.2002034066691	32.6404516103788
40.226473704264	40.8508278332724	34.6246432230043	34.3943874330649	39.7148039062525	38.0967166909881
38.3595316786069	35.4769184358533	28.4664113982931	28.4597027997778	34.5788564930903	35.8016399986223
31.7330873080465	29.4226806317624	27.2391475732085	25.3058063739776	25.6729430494146	26.1729252802964
39.4257903725499	39.0852776231746	26.8136159853853	28.1594660200776	28.4560273187809	27.3054067954141
37.3684481634675	37.0679907123602	31.030390378385	31.8312036139531	35.013893613495	38.0513814631781
33.1695441967602	36.40725853021	29.6658048218863	31.3473054141	30.5990800482674	30.4238956312679
33.7539328293749	34.8448188699581	28.517552714764	27.1392280063535	31.856007069742	30.765258946694
32.9292056974234	33.6639799647821	27.2030745946964	28.8432052235838	31.0979028191509	29.7769980846659
35.3393253315076	34.8531501505358	26.5085487259987	26.2860987449483	21.74200213714	20.3760016820846
37.8657207918105	36.0367795324369	35.1778588723007	35.2725214137912	33.4707357052369	35.305858919077
36.981846036694	38.6288885603597	30.9231150985581	33.3220751249055	28.8996132754145	30.741663747084
43.9211639798594	42.8595921332355	39.0629616450575	36.9036463311097	41.1302850548678	40.3013836162882
36.9277652354651	36.2011695201579	29.7264229375396	28.4715303365594	36.8545431302421	35.3721407585843
35.7805236457445	33.5872344438822	28.1316962448465	28.2840836346123	22.7534939366326	21.4810470796452
42.9752245316202	42.9267438646126	37.0158179211891	37.6953912252843	42.989676735489	41.6527146409585
33.4289919314515	33.7577089796465	31.6922127751259	31.4002494333912	32.3072531652031	31.4219315806351
30.8956594075836	29.1963155875946	28.6784990079573	29.573860039082	32.978329616896	30.5266838810894
33.9032791552139	36.8976255450464	30.5624314973651	32.5489177411672	31.6442542228396	31.4306362313563
33.1859422028041	33.6792468261696	29.5991588449737	28.9716794781168	31.5613772861053	32.8966095752773
31.3758641863254	34.054239651864	29.4166407632063	29.0674653946876	31.7380594615165	33.7047312920301
32.263338512567	31.9806133099476	25.1896879307383	24.848281316173	25.7839136910531	26.6755255444727
37.8031728316697	39.6892764399922	30.9413702005427	31.6231697142096	36.4000608499135	35.756014909985
37.5014460101062	37.9169741534663	30.5196480736265	28.1566429011746	32.7247062588622	33.0555858224502
32.1867368322457	33.9789525902352	29.279475998991	27.8596182187267	33.3570600399631	34.7505772974273
35.1929258623759	35.9906173936853	32.2034376030111	33.6701519943251	32.2048443426718	32.4824274670722
41.1861530143257	39.4077088262645	35.4195719397196	31.59657078689	35.0137167351581	33.0692624375107
39.2983936233878	39.7774438260857	32.6337777623541	33.0605227863198	39.0353878945534	40.2104068380551
32.1121664484153	32.0537173645546	29.4752465412155	28.0867032686613	33.5319000388235	35.5131148179482
32.9576148685803	33.7183651392012	31.1364316965963	29.4633192402516	32.0642695312338	31.9670878012249
28.3017969379247	29.4815021395707	20.9945541216541	20.7601623501765	25.7821612760471	24.4185550930245
35.9708031446883	37.980609287652	29.2102678209437	29.1866456606785	35.8827357850487	34.3556513208503
32.0641487315849	32.6031793517591	28.4213629391111	31.4165277653812	27.351459177994	27.0946278261513
40.1177197443179	36.898361763574	33.7160627045832	34.5854612232008	38.2727033417334	38.6154170740896
34.7685923078627	35.4519762890288	28.4464408969305	26.3753050319195	27.9005502412101	28.2973272068003
34.0922569792929	33.3853636094148	28.1170211864518	28.2566250762203	33.0489710348409	34.2849923443589
36.3852844713001	36.1703496966065	31.6070544714753	33.8912209429836	35.2152144189786	37.8812670799042
36.7490246373072	37.2418130719523	27.8235549326203	30.1852579616476	29.8816891229707	28.1697721572557
36.760595674955	37.4196765739274	31.9627773980843	32.8936503489389	30.9614424091624	29.3778158120425
39.5875702735031	38.4558031139905	37.5784142230689	37.4432422189843	37.8348842858441	36.2754507508196
30.6105270804491	32.3414251860868	29.7470508024748	28.972811305875	29.7564181215257	29.1155577663493
35.6830684330994	34.9855454261065	30.5762728023473	32.6075628242219	31.5651548798186	29.7465501904876
32.3120677198828	30.0832858465353	24.6847160051771	23.0525549855279	26.883303137597	24.1278893376631
31.3758020684083	31.2598226964686	27.2193480904673	29.560677279335	31.4292630124797	30.3903048064228
36.2350265931118	36.4896315874822	29.3516228215651	29.1254829752664	26.6741908607635	26.7606849725472
32.8854974187248	32.0941222912575	31.5413203405529	33.6083543602871	34.7245898826561	36.3411082186303
32.8042135231775	35.2529252123134	28.3852530608229	29.6512602906783	33.1170840030146	30.4762860323995
32.4148519777667	32.2270951086297	29.2924352635225	27.8755356617896	27.3931970716417	26.7921740602338
36.6339630390706	36.0661539481346	31.562692526032	27.8929070732777	27.9248843244139	28.3583385563474
34.6481987562522	32.6108238758433	30.3762368525482	33.1560370889222	35.8826739732681	35.2568893732091
38.5997085411457	38.0228161759209	37.3188218777929	37.7532638462874	40.0601021342946	39.6631142225598
32.7567431039677	33.186163931193	27.5171134031345	27.4833162461127	34.9005158724567	33.7957435328082
36.5679550936884	37.625283402723	34.6257627145879	32.8873083415114	33.1209442945989	34.8361618156858
33.1932317845427	32.1297623886411	30.3119869230026	31.9869283040527	36.0885046666087	35.0083715444329
34.340153180597	34.2703071433061	32.626686085638	33.0930670163604	33.0506661404662	32.7720188336093
36.8247300055995	35.3012078176993	36.439622585985	33.6704563914303	35.4040040747607	31.6512383946667
35.7902408031259	36.1355641408825	29.3597427135906	29.1801728663363	33.6763759570392	35.9157857116567
37.5422901254361	37.9080813694831	31.796783060517	31.0243330281783	32.2503317911099	33.7331824415796
34.5350725113756	32.8377566335436	31.757063913741	31.181235459843	30.9445997014476	32.5149872069198
32.4536122434675	34.1591765525499	28.9135961880663	29.0118447372489	30.4089088813844	30.8168104270355
38.7027208758828	38.16500806185	30.2747224325838	31.3323335244901	32.1447301969086	31.0234600359891
33.1077042381946	32.9105145442469	28.1187028258559	29.3095735870067	29.0733465687056	28.1708341829275
29.3013253394265	29.9897741614427	27.7020212978165	26.6583769501976	29.6564402848198	30.3821327682746
31.9835433378378	32.2844345597927	27.8349744517255	29.6695835291912	28.9738377814819	29.2371461770084
38.5332126529977	39.1255118875844	29.9553231442876	31.5636533219176	30.5053281810347	30.7105906258983
30.4943505483062	30.1105131846793	28.1758415664274	28.23987530137	32.5393473697575	31.2082255960845
31.7285282933136	30.7849840648498	27.2873297164587	27.7398782915114	27.1634769393996	25.1957782963269
38.5944467899977	37.5455520512135	36.550401383305	36.941772031592	37.2335371991983	36.4990939904676
44.9866921399672	45.4398643922032	40.7929979657151	41.6200640249087	44.1310640647467	43.7588586425758
31.4226583409804	33.351543073496	29.7307895554671	28.778570038054	26.3644829449732	28.1048553167715
43.1671352093758	42.2930585383415	39.7301733175316	37.0252606716827	38.3482333627122	36.1214154070611
37.1481955392974	38.4882092900998	34.1918018450469	35.1981337428356	32.9595922602556	33.0204506369163
28.9636220757366	28.5647337236656	28.4105690968306	27.7723806106459	27.6815090543337	28.2159325022288
27.5843841087227	29.6751483794506	22.2146968366279	22.0980790562404	22.5265132490835	25.3916063607265
37.9482958318118	36.9891425823988	28.4501202134275	26.2157118228039	25.2604885100588	26.3785078235101
32.2651441548001	31.5799353293878	27.2545909021593	26.4448853488882	26.8967998886584	25.7379359833856
34.2808280359094	35.0787039926169	35.4742623673753	33.1775695362251	37.349595166747	37.6973204171719
33.5663176225943	32.0007423241623	33.6360425186018	32.4723763155258	28.0229880432304	29.7352058851323
37.9924269108411	37.5463287573047	33.3173442162084	31.4696993270494	35.9268669715425	37.8258022954934
28.4121910411374	27.8012166257968	22.6077461117839	23.7809273246285	25.5482805617464	25.9713242687164
34.9970036413689	35.1505826738026	29.9676897414045	32.2018356562883	31.8487602117098	35.3336384397814
40.9623076275169	43.4906252343974	35.1288959196196	35.0102936305443	35.634867928559	37.2057797142434
37.97446191696	35.4520535862369	28.2087153359386	26.0546347461632	29.0874170921759	29.35486083732
28.2833715253801	28.657839168199	18.4433084973382	18.1955957878535	20.0783556570169	20.6005788970154
37.6667392467725	39.3822992430243	32.2194613702498	31.6555467015987	33.238924399276	35.98066126453
28.7938612997597	27.6877635466456	24.6677320667742	22.4507560001796	20.4717238594217	21.212270461962
37.1733528854301	37.0426776668359	33.5915181558611	33.8233358091244	32.7642319396975	32.9903769877868
36.9673369782947	37.2514703811748	29.8127167660378	31.4608287063433	24.1789923139532	26.631780274914
31.0457347001099	30.0506559816956	27.9173615031567	26.7325058200067	24.235295300455	24.5972917980775
34.6955547483298	33.2338779250849	34.0568855399745	33.1442381118682	35.7016495397559	38.099115163496
32.0335016098884	29.0188236183485	30.3300764775512	31.8833569051632	33.251970875229	31.9226635364587
31.0078509969614	33.1067665754382	22.0609317290507	23.111397079395	22.7372847223992	23.6919942164724
31.5857605093551	31.4961764960817	27.160241938223	26.5768580627665	28.2001926677345	27.1678886342052
29.6670036576518	30.3800294140673	25.0201013979491	23.5964382346654	30.155689324412	30.7608772841903
34.4559172291627	34.5147768262457	25.9189779693823	25.7245967973477	30.3157715299344	26.9220897794756
40.0889756576764	41.8668858774913	37.3444566262972	36.5230360520157	34.4273164339753	32.584828506239
32.6102123911505	30.6838098557056	31.5285806274175	27.5460670073869	33.1364968044658	31.8361569460937
37.9628160347746	36.5804060274692	33.4119505800601	33.3780015948096	37.7299910054492	37.4011474913219
35.8552318532565	35.3548234991227	30.0086076736565	30.9659195378034	31.7098248209235	31.3340127599677
42.6897360311629	41.4833795340912	35.6395787542607	37.294542661718	40.8137354788985	40.3213098279099
33.2518744629507	33.2056971159875	29.3776656367544	29.6871824172803	27.9599713992114	28.3623881951332
31.8181594821369	32.9518055540876	28.2004715691011	25.9629948360024	28.3335837458002	26.9012593340643
37.2951762369249	36.8888266075934	30.0265218498922	32.0366895033623	33.3890123888527	32.8240119163453
37.7245446631042	35.1960952652473	28.8333234472285	27.1263910511107	26.8617224973958	24.9269238756201
29.2811181116557	31.9528091296299	26.4417408058198	28.3649568766599	31.1329092063551	33.294153015423
33.5327614368235	33.0494954231787	29.8791960877596	30.1604576952658	37.4669166111536	38.6877446549202
36.4355742640972	36.7353708119611	29.3145681312703	30.3779121496849	36.5289176557445	34.6132301176394
35.6720843267118	33.2226425307167	31.0908203666927	30.5649346630596	28.2543772668173	26.1711829495289
33.5349611030819	34.3574656351539	30.253217026936	29.5418102522734	32.6690871441691	31.0635513413856
33.4539885700338	33.7114219556195	28.4943285896794	26.1442153509357	32.7692439136189	34.0524505387221
39.3278074686683	39.3326450691163	34.8534283743377	34.7185085772463	39.5563256047916	39.6561254319647
36.6207667876184	37.5452175853759	33.4789005155909	32.9241034564321	36.9718629603354	36.3035427268604
36.2331856927149	37.761117366928	30.3132062488763	31.559601950016	34.2167672799538	32.7602745662708
24.9200613741501	27.6730767535883	18.0662626464404	18.3751131511044	18.1625465447934	21.9557837189284
36.0917841228506	35.420396885095	30.4227847750721	28.7879339094527	29.3869645102365	29.8248096327696
34.4363483745973	34.8412135953289	27.7905506315802	26.1715148453628	29.9249953401497	30.9308203923656
36.8607997334101	37.9272329288591	34.9762327245022	34.6700034964925	40.314972516946	42.3269229644517
29.8635229624081	29.6988368906036	26.1699541983214	25.2486855531907	28.4948925774252	25.9778715462638
43.354547165742	41.2308862243566	35.0619242572047	34.4471209636286	38.8842997965108	39.3350748502964
36.9733290346944	36.8304900651509	32.0520127222407	31.131928747424	41.8807444457623	40.3301387663084
33.5857336640995	33.6900702063374	29.3850893368689	30.5168866108046	31.8383957808744	31.7689295348815
35.0377679807038	35.4207802342591	32.4739897516709	30.9614926990702	33.6301452822506	33.0787834027258
35.3559726231631	38.5562637912859	31.1899178933881	33.0587369504316	35.7510285919488	36.0644272102944
36.2139946503611	37.4239392187943	29.8023236848176	31.6037355858405	34.2995344954495	33.2929401393919
38.843605622933	41.5607321152932	31.5549780213527	31.0893042994281	31.484410959061	31.3700371198691
31.0269808774596	32.2806189106976	28.9860500020877	28.8018734113236	34.1363111537298	34.0557533599053
33.79610931625	33.3107579434845	26.4588639622956	28.1975381169211	31.4080167710048	27.2751073251128
31.5621211539537	32.7086323950555	29.2212050558231	27.91123209057	31.0904482713207	33.8898269271572
35.1913384618622	35.5545608958251	31.7295428999773	29.3161150315798	32.5021927667867	32.263124232531
37.3318646504297	37.8803133623676	35.0827160453036	30.7058636653323	32.5784141830512	31.5035207110462
36.3556694184484	38.6582026901007	33.081279332449	33.2162972165959	36.911376524558	38.2882907682329
32.9709291293218	31.8822065726367	26.8997962202842	27.927768162269	28.891437923361	27.4711602858766
34.8104044139096	32.71567891229	32.622941819824	28.8217984911988	32.6323797510167	33.7707164327604
26.798271001485	27.739283473424	25.2241533165781	23.7327326499872	24.1284610476233	26.3174794040151
34.4999136846223	35.6490956426328	28.7716270023588	31.4598859953845	31.3434080620704	31.144287313601
36.2505660860294	34.9671471274011	29.6082463867887	30.0716458859238	34.7598139465944	35.1432227213293
35.7759017412908	37.1824650139218	34.6317888264076	35.5669048644861	32.9852515843838	34.2896285032263
31.0992124787097	29.7441873620226	27.7076496227596	27.5297352188619	30.9439208121427	31.924347406259
35.5874272313539	33.9382666874326	27.4749994577844	28.1176741424468	30.2551478435953	31.3663133392786
37.6528171871029	38.1989926319878	40.2023570940975	39.9901305126625	39.6964206485521	40.1787740756192
38.7467680240773	36.8933411323609	35.9546698754804	33.7822137957635	35.7343941521304	36.7400696054116
31.6546693571301	34.7703564907983	30.9245815547692	31.968584063245	35.4931193770748	35.1083823439179
37.0715907440468	36.2761099640271	27.6450109735744	28.0051611005126	28.1193724023829	29.6869951904916
37.4951161464539	36.5551255673327	27.9675546662269	30.5395885690514	30.8249905450166	30.1268835073769
36.4577290517159	34.2190977151283	33.607411057025	31.3772160114332	30.2496584970373	32.0376410647967
35.7106393834757	37.3210226602729	32.398044511958	33.3509962111693	36.5935012673321	38.2120646074054
35.4925781734396	35.109199754059	30.2487047243261	29.909062715274	31.2202497826685	31.0936142212696
32.6674064348308	34.8627954461821	30.2504467930237	31.8436416161278	33.8440851141036	32.6471218691543
36.1277858677121	35.9463547251439	27.7788293679449	30.810195074755	32.4996246244146	32.7113951956138
34.9841156503776	33.5978627494332	29.7322555076902	29.3436800756305	32.97794618113	31.896746108687
38.2956984299701	36.8670611257535	31.3375952042921	29.9720224602608	34.0953508975975	33.6139680275346
33.0417756569654	33.3715018692193	27.7116190232126	29.5530164704215	26.0883744257018	25.3214485364997
37.5684162707378	37.5228512822141	34.4325438124694	33.9404583421841	37.7875372587122	37.6044813171402
38.7228208632422	37.5525859476649	36.6735657403234	35.4458117831474	39.7092476930614	40.653033743576
37.6876794469461	36.5972554323799	29.036835390025	29.4643339703026	30.5913825342435	28.0142614597815
37.7528198400474	36.1419225901497	33.9767512785843	32.9688070326286	33.7137107280711	35.1033804985818
38.3936427118471	35.384661429554	30.489428044444	31.1949976047798	31.7772615771987	32.1125656271539
35.4512709050345	34.1486968160022	34.2673558368144	32.6694655894852	36.1885095580977	35.1699057844957
31.8581774481154	31.7752047592534	27.5954413823634	29.0228355366893	31.2283337715061	33.5319101133832
39.4031903337766	40.2591524775555	31.9254361173019	34.3636041631033	37.1780202786105	35.2863557777684
35.71526596966	36.7707689214885	28.1873550735751	29.1929735371134	34.7963060778116	34.7081442863582
41.9226517199654	41.7547646997948	36.4673308195768	36.4124284587776	40.7499987645471	40.2717995248369
33.8150710336813	34.0242299680608	27.3023885786582	27.7712910680625	25.7107427649081	27.0228588822403
41.6216540450015	38.6766229247028	35.3182160592523	35.0135099014349	37.0644950358349	36.5906783537786
36.2583921910514	35.7135639173108	32.5823731383911	33.1157706057464	38.2669716810252	40.1596716242631
34.8082622445888	34.8802979693083	32.7715078453891	31.8083893372508	32.796624174211	33.1640072655969
37.0813709645966	36.5218706195205	27.8567117359418	27.6221366933094	26.9782713594799	27.7519149365455
32.6310769894771	32.1773617490131	27.5181691426366	27.1135320260623	29.2896216773687	31.4560004821479
33.9918301914022	32.1486627725127	27.7497864629356	27.2434523933026	29.3951831433549	31.4093685818501
34.445193510803	32.1642424852074	26.7123550470021	26.416466402187	28.8091301967078	26.9706636705461
37.2105201536788	38.8214995557246	32.1812605929537	29.7037999053661	31.7586456637528	29.5484847447504
36.0267976240176	36.7550079927627	28.6203534403449	28.3567959833528	31.7938273174424	32.0290976211563
34.9103451007605	34.2153520671062	25.0202269317478	25.1133317023267	26.7698097277374	26.0283631951524
43.7695600275097	44.3914806634047	40.0577973444598	41.464338882247	44.8360734924881	44.8057408356795
33.854256398711	35.2278063117217	27.8226106084778	28.1353929196265	37.4160843151997	35.7287001143355
34.1239580733338	35.0503250441442	29.4552359572507	30.0431449068352	29.1207118662829	29.7746524932144
